customer_tweet_id,customer_text,created_at,amazon_response,amazon_tweet_id
12522,"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light",Tue Oct 31 11:46:33 +0000 2017,"@118505 Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS",12520
12524,@AmazonHelp I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received,Tue Oct 31 10:00:36 +0000 2017,"@118505 I do understand, however, please revert to the same email so that we can get this sorted. ^HN",12523
12527,"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",Tue Oct 31 07:18:52 +0000 2017,@118505 Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM,12526
12529,"@AmazonHelp Nobody has called till now, why are you sending fake replies",Tue Oct 31 03:12:36 +0000 2017,@118505 Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA,12528
12531,@AmazonHelp Please reply with necessary resolution...,Mon Oct 30 07:36:09 +0000 2017,@118505 email ID. Kindly check it here: https://t.co/8DAc10S7ww. 2/2 ^RS,12530
12531,@AmazonHelp Please reply with necessary resolution...,Mon Oct 30 07:36:09 +0000 2017,"@118505 Our Specialist team will reach out to you, once they do, you'll be able to see the correspondence to your registered 1/2 ^RS",12532
12534,@118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,Sun Oct 29 04:49:33 +0000 2017,@118505 you with an update at the earliest. (2/2)^AU,12533
12534,@118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,Sun Oct 29 04:49:33 +0000 2017,"@118505 I'm sorry for the stretch. As intimidated earlier, our specialist team is looking into this and will get back to (1/2)^AU",12535
12538,@AmazonHelp I have replied dozen of times first check then reply. So silly,Sun Oct 29 04:36:53 +0000 2017,@118505 Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait. ^ZH,12537
12540,"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.",Sun Oct 29 04:22:08 +0000 2017,"@118505 As requested, please respond on the requested email and our specialist team will reach out to you. ^HK",12539
12544,@AmazonHelp Can you please update over this quickly,Sun Oct 29 03:45:30 +0000 2017,"@118505 We've sent a correspondence to your registered email address, request you to check the same. ^SH",12542
12547,"@115850 Please revert whether you would be able to recalculate the gesture amount, revert at the earliest to settle this out of court for all mishap",Sat Oct 28 17:26:50 +0000 2017,@118505 We're working on your concern. We'll reach out to you soon and update. ^RI,12546
13130,@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,Wed Nov 01 02:23:06 +0000 2017,"@118701 Sorry to know about the delivery issue. As you've confirmed sharing your details, you should've received an email from (1/2)^KA",13133
13130,@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,Wed Nov 01 02:23:06 +0000 2017,"@118701 our team. Please check and reply, we'll get back. You may check the email here: https://t.co/NTkrxpsbHJ (2/2) ^KA",13134
13135,@AmazonHelp 6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.,Wed Nov 01 02:52:46 +0000 2017,@118701 Please reply to the email received from our team. We will check and connect with you accordingly. ^RW,13136
13138,@AmazonHelp the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??,Wed Nov 01 03:12:39 +0000 2017,@118701 Sorry about the order cancellation. Please reply to the email you've received from our Social media team and we'll get back. ^KA,13139
13140,@AmazonHelp For the third time. I HAVE NO RECENT E-MAIL FROM YOUR SOCIAL MEDIA TEAM.,Wed Nov 01 03:20:10 +0000 2017,"@118701 Sorry for the trouble, Manak. Please resubmit the details here: https://t.co/GIJyeYqKE0 and we'll have this checked. ^KA",13141
13142,"@AmazonHelp Submitted, for the third time for the same issue.",Wed Nov 01 03:34:44 +0000 2017,@118701 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,13143
13144,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,Wed Nov 01 05:19:11 +0000 2017,@118701 That's unusual. Could you please revert to the email with further queries on this? I'll like to have a look into it. ^AB,13145
13146,@AmazonHelp Can someone please call me. I have responded to multiple emails and surveys now without my question being addressed. This is very annoying.,Wed Nov 01 05:29:12 +0000 2017,@118701 We're unable to arrange a callback for you over Twitter. Please make a request by responding to the email and we'll oblige. ^AB,13147
13149,@AmazonHelp asm mentioned before. You all are just idiots.,Wed Nov 01 06:14:52 +0000 2017,@118701 Thanks for replying. We'll get in touch with you soon. Appreciate your understanding. ^AK,13150
13132,@AmazonHelp I have. And I have spoken to customer care again on chat.,Wed Nov 01 01:47:25 +0000 2017,"@118701 If you've replied to the email sent by us, we'll check and get back to you with an update shortly. ^NR",13129
13152,@AmazonHelp Thanks. I wish the same degree of concern were shown about my complaint though.,Wed Nov 01 01:36:51 +0000 2017,@118701 Could you please confirm if you have replied to our email? ^MK,13151
13154,@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA,Tue Oct 31 18:44:35 +0000 2017,"@118701 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^SV",13153
13154,@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA,Tue Oct 31 18:44:35 +0000 2017,"@118701 Apologies for the experience, Manak. Please reply to the email sent to your registered email. We'll check &amp; assist. (1/2) ^SV",13155
13157,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,Sun Oct 22 16:27:34 +0000 2017,@118701 I'm sorry about the trouble Manak. Kindly reply to the email sent by our team for further assistance. ^GD,13156
13159,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,Sun Oct 22 16:05:38 +0000 2017,@118701 you've received from our team and we will get back to you with the latest update on your issue. (2/2)^SQ,13158
13159,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,Sun Oct 22 16:05:38 +0000 2017,@118701 Sorry for the unpleasant experience with the delivery of your order. Request you to write back to the email (1/2)^SQ,13160
13162,@AmazonHelp This has been the most frustrating and useless customer service ever.,Sun Oct 22 14:45:16 +0000 2017,"@118701 Sorry about the bad experience, Manak. I'll be sure to pass along your feedback internally. ^MS",13161
13164,"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",Sun Oct 22 14:38:36 +0000 2017,@118701 We're following up on this. We'll check this and update you. ^SG,13163
13167,"@115850  Unable to what they promised not gave one plus 5 offer only  sale product after they Dont care also not return back,Its hopless😡",Wed Nov 01 01:52:28 +0000 2017,@118703 Sorry for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK,13166
13170,@115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.,Wed Nov 01 01:16:07 +0000 2017,@118704 Are you currently waiting on the delivery of a delayed order? ^QJ,13168
13173,@115821 STOP USING THE @118706 They are a useless government entity.,Wed Nov 01 01:51:01 +0000 2017,"@118705 I'm very sorry about this experience, Robert. We'd like to help!  Could you tell us more details about what's going on? ^HM",13171
13175,@AmazonHelp É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico,Wed Nov 01 01:51:28 +0000 2017,@118707 Parece um livro interessante demais. Espero que curta muito da leitura dele! :D Abraço. ^CR,13174
13177,Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb,Wed Nov 01 01:42:34 +0000 2017,"@118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1",13176
13179,"@AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently",Wed Nov 01 01:53:41 +0000 2017,"@118708 We'd like to take a closer look. When you can, please provide us some more information here: https://t.co/ApyxSZALFH ^TN",13181
13180,y'all gotta get rid of AMZL and try again @115821,Wed Nov 01 01:25:21 +0000 2017,"@118708 I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM",13178
13183,"@AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",Wed Nov 01 01:18:43 +0000 2017,@118709 I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call? ^TL,13182
13185,"@115821 WTF! Called them again and again, the call was dropped after 5 seconds of talking to someone. This is my 4th call for product NOT delivered",Tue Oct 31 15:51:56 +0000 2017,@118709 Was any information provided to you in the phone conversation? Who was the carrier as listed here:  https://t.co/Y5jpI9gRhE ^CH,13184
13189,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?",Wed Nov 01 01:44:51 +0000 2017,"@118710 Hi, Reece! I'm sorry about the broken item. You can check into options here: https://t.co/Ueduyt85xq ^BL",13187
13191,"Amazonの使い方が難しく感じます

わけわかめ

ちゃんと頼めてんのかね",Wed Nov 01 01:41:02 +0000 2017,"@118711 おはようございます。Amazonです。
ご注文確定済の場合には、注文履歴にて確認できますので、下記URLにてご確認ください。https://t.co/5Uadfd0Km8
なお、ご不明な点がありましたら、ご遠慮なくお知らせください(#^.^#)TY",13190
13458,@AmazonHelp Schnippig ist sie auch noch? Wird ja immer interessanter 😅,Fri Dec 01 06:18:35 +0000 2017,"@118798 Nein, ^TG ist schnippig. Alexa ist lieb und nett. Sie ist sehr gut! Und ich geh jetzt mal lieber in Deckung! 😏 ^UK",13457
13460,"""Alexa, häng die Wäsche auf"" ?! 🤔
#Amazon #Ariel #AmazonEcho https://t.co/Cav3Pli81W",Fri Dec 01 06:07:38 +0000 2017,"@118798 😃... das wäre toll! Soweit ist sie aber noch nicht. Wird eher in die Richtung ""Hey, deine Wäsche ist fertig! Zack zack, aufhängen!"" gehen. ^TG",13459
13558,@115821 any idea when this order will arrive? I have a sassy Brit since grocery stopped carrying his @118826 #teatime #isthisatrick https://t.co/wb8uMOsjcW,Wed Nov 01 01:35:24 +0000 2017,@118825 I'm sorry there was a delay! Let us know if your package doesn't arrive by November 2. Please keep us posted on its delivery. ^TN,13557
13560,"Got @115821 Prime, @916 won't leave package at the door. Rode my bike across the city to up my package. #homedelivery",Wed Nov 01 01:59:59 +0000 2017,"@118827 I'm sorry this happened, Davis! Please provide carrier feedback here about this order: https://t.co/pXnlwBDrQ6 ^SH",13559
13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,Wed Nov 01 01:53:28 +0000 2017,@118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ,13561
13565,@AmazonHelp https://t.co/saX0kAZVCW!,Wed Nov 01 01:33:35 +0000 2017,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA,13564
13567,@115821 it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her !,Tue Oct 31 07:16:21 +0000 2017,@118829 I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW,13566
13569,@115830 you have a problem in your website =D https://t.co/4eTPnxNN4q,Wed Nov 01 01:26:56 +0000 2017,@118830 Thanks for bringing this to our attention. I've escalated this to our website team. ^SJ,13568
13571,"おいいいいい！発売する三ヶ月前から予約注文で受け付けた品物くらい発売日にきっちり届けろよAmazonさんw

だからkonozamaとか言われるんだよw",Wed Nov 01 01:45:31 +0000 2017,@118831 恐れ入りますが、予約商品でも発売日のお届けを確約しておりません。https://t.co/vwDxlbpOLC  なお、発売日/発売日前日にお届けする場合、一定の条件を満たしている注文のみです。https://t.co/f3TKbgOOgv  TY,13570
13573,@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,Wed Nov 01 01:48:22 +0000 2017,"@118832 (2/2) Alternately, if you'd like us to verify in real-time you can reach us here:  https://t.co/hApLpMlfHN ^EB",13572
13573,@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,Wed Nov 01 01:48:22 +0000 2017,@118832 Thank you for bringing this to our attention! I understand the concern. You can report this here: https://t.co/1oz4X7rU5m (1/2),13574
13865,@AmazonHelp you have wasted one month by bullsh****g me. now i am being told itvis out of warranty. issue is reported yo @79087 under warranty.,Wed Nov 01 06:46:39 +0000 2017,"@118918 Sorry for the disappointment. Kindly reply to the email you've received from our team, we'll check and get back. ^KA",13867
13868,@AmazonHelp i have already done it. your reps dont even check any back data they just rape the customers.,Wed Nov 01 07:10:44 +0000 2017,"@118918 In this case, request you to wait and you shall receive an reply from our team soon. ^SH",13869
13870,"@AmazonHelp same reply again and again. if the complaint is raised under warranty period and if @2005 wont solve it, how is it out of warranty?",Thu Nov 02 06:36:41 +0000 2017,@118918 insight on this issue. 2/2 ^SH,13871
13870,"@AmazonHelp same reply again and again. if the complaint is raised under warranty period and if @2005 wont solve it, how is it out of warranty?",Thu Nov 02 06:36:41 +0000 2017,@118918 The resolution provided over the email is the best we can offer. I'm sorry we'll not be able to provide any further 1/2 ^SH,13872
13866,"@AmazonHelp so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",Wed Nov 01 02:19:15 +0000 2017,"@118918 Apologies for the experience, Vijay. Please reply to the email sent by our team. We'll help you with alternatives. ^SV",13863
13876,@AmazonHelp done.,Tue Oct 31 09:40:20 +0000 2017,"@118918 Thank you for letting us know, we'll get back to you soon with an update. ^BS",13874
13878,@AmazonHelp all emails already shared with earlier tweet. https://t.co/2sVFZ4iG9Q,Tue Oct 31 09:27:52 +0000 2017,@118918 Kindly share your details in the link given earlier and we'll be sure to help you in getting this issue resolved. ^ZH,13877
13880,@AmazonHelp yeah and i will get it after i murder service center owner. I would rather throw this product in dumpster and let wll india know abt u cheat,Tue Oct 31 08:57:19 +0000 2017,@118918 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you with an update on this. ^GS,13879
13882,"@AmazonHelp so basically you are stealing money from small customers. @115851 count your money, its growing. THIEVES.",Tue Oct 31 08:27:19 +0000 2017,@118918 Apologies for the inconvenience with policy constraint. We'll be able to assist you once service denial letter is received.^GS,13881
13884,"@AmazonHelp why are you removimg @79087 from your tweets? I have official email from @79087 they dont care , they did not sell this product.",Tue Oct 31 08:10:12 +0000 2017,@118918 I get your concern.We wouldn't be able to work on the issue until we receive a service denial letter from the manufacturer.^NS,13883
13888,@AmazonHelp I have visited multiple times. why would a sc change uts policy to meet ur unreasonable demands? this issue is ongoing since 1.5 months.,Tue Oct 31 07:53:39 +0000 2017,"@118918 If the manufacturer refuses to honor warranty on a device, you shall receive a service denial letter for the same. ^HK",13885
13892,"@AmazonHelp @115851 @115821 If iball declines my request, I cannot threaten @79087 into providing one.",Tue Oct 31 07:16:57 +0000 2017,@118918 without a service denial letter. Kindly try visiting your nearest service center to report it and keep us posted. 2/2 ^AB,13889
13892,"@AmazonHelp @115851 @115821 If iball declines my request, I cannot threaten @79087 into providing one.",Tue Oct 31 07:16:57 +0000 2017,"@118918 I certainly get that, however since the return window has already expired we won't be able to intervene in this 1/2 ^AB",13893
13897,@118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU,Tue Oct 31 06:30:53 +0000 2017,@118918 a document with the details as mentioned in the email for us to help you. Appreciate your understanding. (2/2) ^ZH,13894
13897,@118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU,Tue Oct 31 06:30:53 +0000 2017,"@118918 I understand your concern, however we'll not be able to accept an email as proof for denial of service, kindly share (1/2) ^ZH",13898
13900,@AmazonHelp is there a way to know if the Amazon gift cards I send are being used?,Wed Nov 01 01:56:33 +0000 2017,@118920 You would only be able to confirm gift card balances on the account it is redeemed on. ^JP,13899
13903,I lose faith in humanity on days like this. My friend sends me a 🎁 from @115821 after a crappy week and I come home and it’s been stolen.,Wed Nov 01 02:18:01 +0000 2017,@118921 I'm so sorry! We'd like to look into our available options. Please reach us here: https://t.co/hApLpMlfHN ^AG,13901
13905,"@116875 @118923 Uno de mis envíos acaba de ser devuelto, ( llevaba dos semanas en las instalaciones de mi ciudad.) ¿Qué pasa?",Wed Nov 01 02:13:56 +0000 2017,@118922 Hola Raúl. Lamento saber de esto.Puedes contactar nuestro Servicio al Cliente en este enlace: https://t.co/beR78zMMYB ^JJ,13904
13907,@AmazonHelp Update ??? What your internal investigation repors tell you ??,Wed Nov 01 02:05:44 +0000 2017,"@118924 Sorry for this trouble. If the details were shared, you must've received a correspondence from us. Please check and reply. ^HD",13906
13909,@AmazonHelp So what have you decided my dear @115850 @115821 ?? By this time you should've known the entire issue.I'm expecting a response from you,Tue Oct 24 09:31:57 +0000 2017,@118924 We have received your details. We are working on it and will get back to you with an update at the earliest. ^HR,13908
13911,"@115850 What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you https://t.co/Ze72vu29Hk",Tue Oct 24 05:02:02 +0000 2017,"@118924 don't provide your order details, as we consider it to be personal information. Our Twitter page is public. 4/4​ ^EM",13910
13911,"@115850 What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you https://t.co/Ze72vu29Hk",Tue Oct 24 05:02:02 +0000 2017,"@118924 kindly share your details here: https://t.co/beaaDm0muc I'll have it looked into right away. Also, please 3/4 ^EM",13912
13911,"@115850 What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you https://t.co/Ze72vu29Hk",Tue Oct 24 05:02:02 +0000 2017,"@118924 I've forwarded your experience as feedback to ensure corrective actions are taken. I'd like to take this up, 2/4 ^EM",13913
13911,"@115850 What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you https://t.co/Ze72vu29Hk",Tue Oct 24 05:02:02 +0000 2017,@118924 I'm sorry for the unpleasant experience. It's certainly not what we would like our customers to experience. 1/4 ^EM,13914
13916,"@AmazonHelp Worse part, customer support thought it was coming today too, which I reached out at 4:30 pm",Wed Nov 01 02:20:29 +0000 2017,"@118925 I'm sorry for the inconvenience. When you reached out to us, what options or insight did we provide? ^GM",13920
13921,@AmazonHelp I talked on the phone to someone who offered 10 percent off but that isn't on the account yet.  Still don't know delivery date.,Wed Nov 01 02:47:06 +0000 2017,@118925 Which carrier was assigned to deliver your package today? ^TN,13923
13924,@AmazonHelp It doesn't say.  It shows it hasn't shipped yet.,Wed Nov 01 02:56:47 +0000 2017,@118925 Did we ask you to wait a certain date before we could offer alternative options? ^EZ,13925
13926,@AmazonHelp Nothing on my order on your web site.,Wed Nov 01 03:11:38 +0000 2017,"@118925 Late order usually arrive the next business day. If your order hasn't arrived by 8:00 PM tomorrow, please let us know. ^LR",13928
13919,"@117634 I ordered the Oasis, my order status showed it was to be delivered today and it did not come. Very disappointed.",Wed Nov 01 02:04:40 +0000 2017,"@118925 Oh no, Kathleen! We want to help. Is there an updated delivery date showing here: https://t.co/Y5jpI9gRhE ^LA",13915
14011,"@AmazonHelp Please simply answer my question.  I am not an AmazonFresh customer, just a condominium unit owner inconvenienced by UR customers  &amp;trying 2 figure out how we can all accommodate one another.  Y R U making this so complicated? Direct message me with UR contact info.",Thu Nov 30 21:11:55 +0000 2017,"@118951 We'll ask customers to leave their totes out for pickup. However, they shouldn't be left for 10 or more days awaiting pickup. For security, we're unable to DM personal details. Once we receive your information at the link we've referenced, we can help sort this. ^RA",14013
14014,"@AmazonHelp Who's security?  UR asking 4 MY personal details.  Surely U have company phone #s that aren't ""personal.""  This is absurd. I'm TRYING 2 work w/U people. Y do U make it so hard?  May I be referred to a mgr who isn't afraid 2 speak w/an intelligent, reasonable woman 2 work out sols",Thu Nov 30 21:37:52 +0000 2017,@118951 We cannot accommodate this request via Twitter. Please send us your details using the link provided by FR. ^GR,14015
14012,"@AmazonHelp Don't be silly.  Read the Tweet!  I NEED 2 KNOW HOW U INSTRUCT CUSTOMERS.

What is the plan?  We've tenants who think they've the rite 2 store empty AF totes in the common area presumably awaiting PickUp 10+ days is 10 days longer that the small front hall common area can handle.",Thu Nov 30 20:41:23 +0000 2017,@118951 Please provide your information in the link FR provided and we'll have a team member look into this personally and reach out to you. I'm sorry for any inconvenience. ^HS,14010
14020,@AmazonHelp We have 2 work 2gether to accommodate UR new service.  I simply need 2 know how exactly U instruct AF customers re disposition of the large green insulated carriers.  Not a difficult question--need the written instrux.,Thu Nov 30 20:25:12 +0000 2017,@118951 I would like to have a team member look into getting the totes picked up for you! Please add your details here: https://t.co/MoFmdEXzbY so we can help out with this! Keep us updated on the status! ^FR,14018
14022,@117093 supervisor Jennifer just hung up on me after refusing 2 provide protocol 4 handling the GreenInsulatedCarriers AF delivers in.  downtown Condos need 2 understand how 2 work w/this new service R small front halls R not designed 4 this service. Was hoping 2 collaborate,Thu Nov 30 19:14:05 +0000 2017,@118951 I'm sorry for the poor experience! Can you please tell us more about the problem you're experiencing with tote pick-up? ^WT,14021
14082,Amazonで買い物なんかしてないのになんか届いてるけど怖くて開けられん🧐,Wed Nov 22 13:36:06 +0000 2017,@118976 失礼いたします、Amazonです。お知り合いからの贈り物の可能性がございますが、もしお心当たりがない場合は、確認した上でご案内いたしますので、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC  SM,14081
14084,"そういえば28日発売なのにAmazon予約したPrince写真集の支払い番号まだ届かないってやばみ？
誰か〜Amazonで注文してる人いませんか〜",Wed Nov 22 13:22:49 +0000 2017,@118977 リプライ失礼いたします。予約商品をコンビニ払いでお支払いいただく場合、発売日が近付き商品が出荷準備に入りしだい、お支払い番号をお送りいたします。恐れ入りますが、今しばらくお待ちください。 https://t.co/kMoy2aLjYq  HM,14083
14280,@AmazonHelp Today; 1st November. Or I wouldn't have ordered. I needed them to arrive at mums today so she can bring to me urgently in hospital tonight.,Wed Nov 01 05:37:24 +0000 2017,@119036 I can understand your frustration. Please reach out to us here to go over available options: https://t.co/ju0HEJTlrg ^CL,14282
14281,"Placed order today, said delivery would be Wed but just received email saying it'll be Thurs now? I'm a prime customer @AmazonHelp. Unhappy!",Wed Nov 01 02:18:24 +0000 2017,@119036 I'm so sorry for the frustration! What was the date given in the original confirmation e-mail: https://t.co/SsPOz2ryIS? ^DG,14279
14286,"@119038 @115821 If it isn't clear yet, I WANT MY MONEY BACK. I NEVER AUTHORIZED THE LAST 4 TRANSACTIONS THAT WERE MADE. WTF.",Wed Nov 01 02:18:55 +0000 2017,@119037 I'm sorry you were charged unexpectedly! Please reach out to Amazon Pay for available options here: https://t.co/jiY13BA3fb  ^JP,14284
14289,@115821 u need2 srsly consider cutting ties w/ @115817 nothing but probs they deliv sum1 elses package now I'm gettin the run around 2get mine,Wed Nov 01 02:03:36 +0000 2017,"@119039 I so sorry for the repeated delivery problems! When you contacted UPS, what options were provided? Please keep us posted. ^CC",14288
14291,What the hell @115821?! This boxed is beyond damaged. I wanted a new one! https://t.co/J36cokDm6l,Wed Nov 01 01:42:36 +0000 2017,@119040 I'm sorry! Was it shipped by Amazon or a third-party seller as seen here: https://t.co/MiIirnEONI? ^SE,14290
14293,@AmazonHelp Yes. You definitely missed my delivery date. Twice. Also your call center staff seems to have no understanding of how mail delivery works.,Wed Nov 01 03:08:02 +0000 2017,@119041 I certainly understand your frustration! Who was the carrier for these orders? Please check here: https://t.co/Y5jpI9gRhE ^BE,14295
14298,@AmazonHelp @115821 consider leaving the delivery of packages to the experts at @115817 or @81. Obvious decline in service when it’s @115821 logistics.,Wed Nov 01 03:39:08 +0000 2017,@119041 We'd like to take a closer look to see what we can do. Please reach out with more information here: https://t.co/AdBZ9CgtFD ^DG,14299
14294,@115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service?,Wed Nov 01 02:28:29 +0000 2017,@119041 I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: https://t.co/Y5jpI9gRhE ^EB,14292
14303,"@AmazonHelp ordered what was on the box for my sister’s wedding gift, that’s what came out of the box. What gives?! https://t.co/8jX9A0Ipcu",Wed Nov 01 02:17:05 +0000 2017,@119042 I'm sorry for the trouble! We'd like to review available options with you. Please reach out to us here:  https://t.co/hApLpMlfHN ^LJ,14301
14845,"yo @115821, how can I get my echo to answer to the name Janet?",Wed Nov 01 02:37:12 +0000 2017,@119211 We're always looking for ways to improve! Please send feedback/requests following the steps here: https://t.co/1m7DbSYzxa  ^SH,14844
14847,Amazonでは荷物が届いたってなってるのに、メールが届かないんだけど…これじゃ受け取れないじゃん…,Wed Nov 01 02:48:50 +0000 2017,"@119212 店頭受取の認証番号が、発行されませんか？
配送情報更新後、認証番号発行までには、お時間がかかる場合もございます。発行まで、お待ちくださいませ。なお、発行されない場合は、下記よりご連絡ください。https://t.co/bwBU0NvYIn TY",14846
14849,@AmazonHelp ありがとうございました,Wed Nov 01 02:45:11 +0000 2017,"@119213 リプライありがとうございます。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",14848
14851,"03-6635-1381
Amazonの有料動画未納発生
のメールきたら注意して
架空請求だから

検索して良かったわ。あぶねえ。",Wed Nov 01 02:40:53 +0000 2017,"@119213 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY",14850
14853,@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,Sat Nov 04 18:41:35 +0000 2017,"@119214 Thank you for sharing your details, Dhinesh. We'll check your concern and reach you soon. ^VG",14856
14855,@115821 407-8406190-7752345. i want refund amount -1399/- amazon seller was lying. amazon custamare care side also.,Wed Nov 01 02:33:42 +0000 2017,"@119214 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SC",14852
14855,@115821 407-8406190-7752345. i want refund amount -1399/- amazon seller was lying. amazon custamare care side also.,Wed Nov 01 02:33:42 +0000 2017,@119214 Apologies for the ordeal.I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SC,14857
14859,腹が立つね、Amazon架空詐欺メール。昔来た別の釣りメールは「弁護士の○○先生の方から」という中学生レベルの文言が有って可愛かったけど。,Wed Nov 01 02:39:54 +0000 2017,"@119215 こんにちわ。Amazonです。
最近、Amazonを騙るフィッシングが増えているようでございます。身に覚えのないメールに連絡や、個人情報の登録等をいただかないようお気を付けください。TY",14858
15140,Another night.  Another non-delivery.  Another useless ‘chat’ conversation with false promises and excuses.  @115830 - you have let me down yet again.  Your promises are full of shit. #whereismybloodystuff,Thu Nov 30 20:40:11 +0000 2017,@119301 Oh no! I'm so sorry we've let you down! Were we able to offer any options when you reached out? ^JO,15138
15268,.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,Wed Nov 01 02:53:53 +0000 2017,@119350 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),15267
15268,.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,Wed Nov 01 02:53:53 +0000 2017,@119350 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2),15269
15272,@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,Wed Nov 01 02:54:01 +0000 2017,"@119352 Please share your details in the link provided above, we'll check the issue and assist you accordingly. (2/2) ^KA",15271
15272,@AmazonHelp Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,Wed Nov 01 02:54:01 +0000 2017,@119352 Sorry to know about the delay with the order. It isn't possible for us to view your order/account via Twitter. (1/2) ^KA,15273
